index,original,transformed,tokens
4619,Antai Hardware And Plastic Tooling (Shenzhen) Co. Ltd.,antai hardware and plastic tooling,"['antai', 'hardware', 'and', 'plastic', 'tooling']"
11847,Anti Malaria Campaign,anti malaria campaign,"['anti', 'malaria', 'campaign']"
14355,Antler Supply Services Llc,antler supply services llc,"['antler', 'supply', 'services', 'llc']"
1971,Antonio Bruna Cuarto Y Asociados Sa,antonio bruna cuarto asociados sa,"['antonio', 'bruna', 'cuarto', 'asociados', 'sa']"
4929,Antuco Forest Products,antuco forest products,"['antuco', 'forest', 'products']"
8799,Anupam Rasayan India Ltd.,anupam rasayan india,"['anupam', 'rasayan', 'india']"
188,Anurag Trading,anurag trading,"['anurag', 'trading']"
433,Anurun Trading,anurun trading,"['anurun', 'trading']"
7657,Anvil International Llc.,anvil international,"['anvil', 'international']"
142097,Anvil International Llc,anvil international llc,"['anvil', 'international', 'llc']"
2363,Anwer Rashid Industries (Pvt) Ltd.,anwer rashid industries,"['anwer', 'rashid', 'industries']"
3836,Anx Logistica International E Agenciamento Ltda,anx logistica international agenciamento ltda,"['anx', 'logistica', 'international', 'agenciamento', 'ltda']"
14435,"Anyking International Trading Co., Ltd. (Shanghai Office)",anyking international trading,"['anyking', 'international', 'trading']"
72,Anzco Foods (Europe) Ltd.,anzco foods,"['anzco', 'foods']"
33980,Ap & Salud S.A.S,ap salud,"['ap', 'salud']"
597,Apa Industries Inc.,apa industries,"['apa', 'industries']"
174,Apar Industries Ltd.,apar industries,"['apar', 'industries']"
16063,Apco Agencies,apco agencies,"['apco', 'agencies']"
1,Apcotex Industries Ltd.,apcotex industries,"['apcotex', 'industries']"
5831,APCOTEX INDUSTRIES LIMITED,apcotex industries limited,"['apcotex', 'industries', 'limited']"
2279,Apeel Peru S.A.C.,apeel peru,"['apeel', 'peru']"
26490,Aperam Stainless Services And,aperam stainless services and,"['aperam', 'stainless', 'services', 'and']"
12005,Apex Consolidated Corp.,apex consolidated,"['apex', 'consolidated']"
28913,Apex Footwear Ltd.,apex footwear,"['apex', 'footwear']"
9394,Apex Husain Corporation,apex husain,"['apex', 'husain']"
1104,Apex Logistics International (Ord),apex logistics international,"['apex', 'logistics', 'international']"
19474,Apex Maritime Co. Inc.,apex maritime,"['apex', 'maritime']"
5751,Apex Shipping Co. (Nyc) Inc.,apex shipping,"['apex', 'shipping']"
4938,"Apex Techno Polymer Pvt., Ltd.",apex techno polymer,"['apex', 'techno', 'polymer']"
7312,Apex Techno Polymer Private Ltd.,apex techno polymer private,"['apex', 'techno', 'polymer', 'private']"
4613,API,api,['api']
13160,Apiam Animal Health Ltd.,apiam animal health,"['apiam', 'animal', 'health']"
2655,Apl Logistics,apl logistics,"['apl', 'logistics']"
2380,Apl Logistics Philippines Inc. For,apl logistics philippines for,"['apl', 'logistics', 'philippines', 'for']"
13555,Apl Solucoes De Logistica Ltda,apl solucoes de logistica ltda,"['apl', 'solucoes', 'de', 'logistica', 'ltda']"
4815,APLIX,aplix,['aplix']
2552,Apll,apll,['apll']
325,Apollo Chemicals Ltd.,apollo chemicals,"['apollo', 'chemicals']"
25428,Apollo Tyres Ltd.,apollo tyres,"['apollo', 'tyres']"
53212,Apparel & Merchandising..,apparel,['apparel']
30064,Apparel Component Manufacturers,apparel component manufacturers,"['apparel', 'component', 'manufacturers']"
22992,Apparel & Merchandising,apparel merchandising,"['apparel', 'merchandising']"
15718,Apparel Supply Solutions Ltd.,apparel supply solutions,"['apparel', 'supply', 'solutions']"
26652,Appelsa,appelsa,['appelsa']
2061,APPIA LIANTS OUEST ( ALO),appia liants ouest,"['appia', 'liants', 'ouest']"
6006,Apple Chemie India Private Ltd.,apple chemie india private,"['apple', 'chemie', 'india', 'private']"
71518,Apple Fasteners,apple fasteners,"['apple', 'fasteners']"
5811,A.P.I. APPLICAZIONI PLASTICHE INDUSTRIALI S.P.A.,applicazioni plastiche industriali,"['applicazioni', 'plastiche', 'industriali']"
1475,A.P.I. Applicazioni Plastiche Industriali SPA,applicazioni plastiche industriali spa,"['applicazioni', 'plastiche', 'industriali', 'spa']"
1638,Applied Machining Corp,applied machining corp,"['applied', 'machining', 'corp']"
4509,Applied Materials Inc.,applied materials,"['applied', 'materials']"
1691,Applied Materials South East Asia P,applied materials south east asia,"['applied', 'materials', 'south', 'east', 'asia']"
5497,Apr Cargo Group S.A. De C.V.,apr cargo de,"['apr', 'cargo', 'de']"
13659,Aprile Usa,aprile usa,"['aprile', 'usa']"
5122,Aprilon Sa,aprilon sa,"['aprilon', 'sa']"
423,APS,aps,['aps']
5539,APS Paving Stone Inc,aps paving stone inc,"['aps', 'paving', 'stone', 'inc']"
3336,APS Paving&Stone Inc,aps pavingstone inc,"['aps', 'pavingstone', 'inc']"
24815,Aptar Congers,aptar congers,"['aptar', 'congers']"
82083,Aptar Stratford,aptar stratford,"['aptar', 'stratford']"
19430,Aptim Environmanetal Inc.,aptim environmanetal,"['aptim', 'environmanetal']"
21384,Aptiv Services Us Llc,aptiv services us llc,"['aptiv', 'services', 'us', 'llc']"
9305,Apus Quimica,apus quimica,"['apus', 'quimica']"
2860,Apx Brasil Logistica International Ltda,apx brasil logistica international ltda,"['apx', 'brasil', 'logistica', 'international', 'ltda']"
19266,Aqua Carpatica Usa Inc.,aqua carpatica usa,"['aqua', 'carpatica', 'usa']"
63155,Aqua Chemie Establishment,aqua chemie establishment,"['aqua', 'chemie', 'establishment']"
3938,Aqualite Industries Private Ltd.,aqualite industries private,"['aqualite', 'industries', 'private']"
3055,Aquent Advance Material Technologies Private Ltd.,aquent advance material technologies private,"['aquent', 'advance', 'material', 'technologies', 'private']"
12369,"Aquent Imp. & Exp. India Pvt., Ltd.",aquent india,"['aquent', 'india']"
32300,Aquitex Sa De Cv,aquitex sa de cv,"['aquitex', 'sa', 'de', 'cv']"
24,A&R,ar,['ar']
405,Ar Materias Primas S.A. De C.V.,ar materias primas de,"['ar', 'materias', 'primas', 'de']"
2516,Ar Sports,ar sports,"['ar', 'sports']"
23910,Araam Sleep Products,araam sleep products,"['araam', 'sleep', 'products']"
24552,Arab African International Bank,arab african international bank,"['arab', 'african', 'international', 'bank']"
16328,Arab Emirated Bandac Co.(L.L.C),arab emirated bandac,"['arab', 'emirated', 'bandac']"
4080,Arab Emirates Bandag,arab emirates bandag,"['arab', 'emirates', 'bandag']"
4344,Arab Emirates Bandag Plot No: B,arab emirates bandag plot no:,"['arab', 'emirates', 'bandag', 'plot', 'no', ':']"
41090,Arab Shipbuilding And Repair Yard C,arab shipbuilding and repair yard,"['arab', 'shipbuilding', 'and', 'repair', 'yard']"
1647,Arab Star Trading,arab star trading,"['arab', 'star', 'trading']"
8322,Arabian Automobiles Co.,arabian automobiles,"['arabian', 'automobiles']"
5805,Arabian Chemical Co.(Latex) Ltd.,arabian chemical,"['arabian', 'chemical']"
2062,Arabian Chemical Industries,arabian chemical industries,"['arabian', 'chemical', 'industries']"
2147,Arabian Darb General Trading And,arabian darb general trading and,"['arabian', 'darb', 'general', 'trading', 'and']"
13579,Arabian Distributors Fze,arabian distributors fze,"['arabian', 'distributors', 'fze']"
28537,Arabian Supply Center,arabian supply center,"['arabian', 'supply', 'center']"
21143,"Arai Seisakusho Co., Ltd.",arai seisakusho,"['arai', 'seisakusho']"
5574,"Aramex Lanka Pvt., Ltd.",aramex lanka,"['aramex', 'lanka']"
8922,Aramis Rugby Ltd.,aramis rugby,"['aramis', 'rugby']"
7141,Arau Phar Sarl,arau phar sarl,"['arau', 'phar', 'sarl']"
46644,Arawang,arawang,['arawang']
19735,Arb Conveyors,arb conveyors,"['arb', 'conveyors']"
63605,Arbar Exp. T/A,arbar ta,"['arbar', 'ta']"
5655,Arbrown India Trading Private Ltd.,arbrown india trading private,"['arbrown', 'india', 'trading', 'private']"
9310,Arc Products Inc.,arc products,"['arc', 'products']"
30134,"Arc Tooling Technology (Shenzhen) Co., Ltd.",arc tooling technology,"['arc', 'tooling', 'technology']"
7221,Arcadia Group (Usa) Ltd.,arcadia,['arcadia']
3560,Arcadia Group Brands Ltd.,arcadia brands,"['arcadia', 'brands']"
3691,Arcadia Group Distribution,arcadia distribution,"['arcadia', 'distribution']"
6031,Arcadia Group Distribution Cen,arcadia distribution cen,"['arcadia', 'distribution', 'cen']"
3582,Arcadia Group Distribution Cent,arcadia distribution cent,"['arcadia', 'distribution', 'cent']"
51136,Arcbest,arcbest,['arcbest']
242,Arcelik A.S Supply Chain Directorat,arcelik supply chain directorat,"['arcelik', 'supply', 'chain', 'directorat']"
21239,Arcelormittal International America Llc,arcelormittal international america llc,"['arcelormittal', 'international', 'america', 'llc']"
11628,Archroma Chile Limitada,archroma chile limitada,"['archroma', 'chile', 'limitada']"
2693,Arcor Do Brasil Ltda,arcor do brasil ltda,"['arcor', 'do', 'brasil', 'ltda']"
1658,Arcot Soles Private Ltd.,arcot soles private,"['arcot', 'soles', 'private']"
810,Arcus Industries (Pty) Ltd.,arcus industries,"['arcus', 'industries']"
3304,Ardakan Textile Co.,ardakan textile,"['ardakan', 'textile']"
13717,"Ardex Endura (India) Pvt., Ltd.",ardex endura,"['ardex', 'endura']"
54457,"Ardex Endura India Pvt., Ltd.",ardex endura india,"['ardex', 'endura', 'india']"
5854,Ares International Logistics Inc.,ares international logistics,"['ares', 'international', 'logistics']"
34856,Ares Isi Transfer Sistemleri A.S.,ares isi transfer sistemleri,"['ares', 'isi', 'transfer', 'sistemleri']"
9420,Argamedon S.A.,argamedon,['argamedon']
25917,Argents Express,argents express,"['argents', 'express']"
67273,Argo Fine Imp.,argo fine,"['argo', 'fine']"
3640,Argos Paraguay Srl,argos paraguay srl,"['argos', 'paraguay', 'srl']"
29454,Argos Ltd. Uk,argos uk,"['argos', 'uk']"
22626,Argyle Performance Workwear Ltd.,argyle performance workwear,"['argyle', 'performance', 'workwear']"
106,Ari Automotive Rentals Inc.,ari automotive rentals,"['ari', 'automotive', 'rentals']"
1069,Arien Imp. & Exp. Private Ltd.,arien private,"['arien', 'private']"
6211,Aries Global Logistics Inc.,aries global logistics,"['aries', 'global', 'logistics']"
5479,Aries Worldwide,aries worldwide,"['aries', 'worldwide']"
853,Arihant Gold Plast Private Ltd.,arihant gold plast private,"['arihant', 'gold', 'plast', 'private']"
947,Arihant Industrial Corpn. Ltd.,arihant industrial,"['arihant', 'industrial']"
900,Arihant Industries,arihant industries,"['arihant', 'industries']"
5778,Arise Tours And Exim Solutions,arise tours and exim solutions,"['arise', 'tours', 'and', 'exim', 'solutions']"
4448,"Arjohuntleigh Healthcare India Pvt., Ltd.",arjohuntleigh healthcare india,"['arjohuntleigh', 'healthcare', 'india']"
571,Arkema Inc.,arkema,['arkema']
32758,Arkema Inc. Coatings & Resins 39,arkema coatings resins,"['arkema', 'coatings', 'resins']"
18520,Arkema Mexicosa De Cv,arkema mexicosa de cv,"['arkema', 'mexicosa', 'de', 'cv']"
2738,Arkin Rubbers Private Ltd.,arkin rubbers private,"['arkin', 'rubbers', 'private']"
59988,Arkray Usa,arkray usa,"['arkray', 'usa']"
68149,Arla Foods Amba Jointly And Sever,arla foods amba jointly and sever,"['arla', 'foods', 'amba', 'jointly', 'and', 'sever']"
3513,ARLANXEO ,arlanxeo,['arlanxeo']
19371,ARLANXEO BRASIL S.A.,arlanxeo brasil,"['arlanxeo', 'brasil']"
1790,Arlanxeo Brasil Sa,arlanxeo brasil sa,"['arlanxeo', 'brasil', 'sa']"
6732,Arlanxeo Canada Inc.,arlanxeo canada,"['arlanxeo', 'canada']"
28532,Arlanxeo International Group,arlanxeo international,"['arlanxeo', 'international']"
4401,"Arlanxeo Singapore Pte., Ltd.",arlanxeo singapore,"['arlanxeo', 'singapore']"
55820,Arlanxeo Singapore Pte. Lt,arlanxeo singapore lt,"['arlanxeo', 'singapore', 'lt']"
4401,"Arlanxeo Singapore Pte., Ltd. Tearlanxeo Canada Inc. 1265 Vidal",arlanxeo singapore tearlanxeo canada vidal,"['arlanxeo', 'singapore', 'tearlanxeo', 'canada', 'vidal']"
48160,Arlanxeo Usa Llc,arlanxeo usa llc,"['arlanxeo', 'usa', 'llc']"
40903,Arluchi Sa,arluchi sa,"['arluchi', 'sa']"
16209,"Armacell India Pvt., Ltd.",armacell india,"['armacell', 'india']"
8200,Armacell Llc,armacell llc,"['armacell', 'llc']"
2325,Armacell Llc Conover Plant,armacell llc conover plant,"['armacell', 'llc', 'conover', 'plant']"
345270,"ARMACELL POLAND SP. Z.O.O""",armacell poland,"['armacell', 'poland']"
18550,"Armada Spinning Co., Ltd.",armada spinning,"['armada', 'spinning']"
28324,Armorgard Ltd.,armorgard,['armorgard']
5724,Armstrong World Industries,armstrong world industries,"['armstrong', 'world', 'industries']"
7458,Arneses Y Conexiones S.A. De C.V.,arneses conexiones de,"['arneses', 'conexiones', 'de']"
121335,Arneses Y Gomas S.A. Ayg S.A.,arneses gomas ayg,"['arneses', 'gomas', 'ayg']"
6598,Arnott,arnott,['arnott']
20953,Arnulf Betzold Gmb H,arnulf betzold gmb,"['arnulf', 'betzold', 'gmb']"
11437,Aroma Latex (Pvt) Ltd.,aroma latex,"['aroma', 'latex']"
7923,"Aroma Natural Rubber Pvt., Ltd.",aroma natural rubber,"['aroma', 'natural', 'rubber']"
11725,Aroma Organics Ltd.,aroma organics,"['aroma', 'organics']"
4980,Arora Agencies,arora agencies,"['arora', 'agencies']"
28383,Arora Associates,arora associates,"['arora', 'associates']"
6669,Arora Enterprises,arora enterprises,"['arora', 'enterprises']"
336,Arp Materials Inc.,arp materials,"['arp', 'materials']"
20140,Arpitalian Compact Soles,arpitalian compact soles,"['arpitalian', 'compact', 'soles']"
35892,Arpitech (Pvt) Ltd.,arpitech,['arpitech']
104771,Arpitha Exp.,arpitha,['arpitha']
19695,Arris Solutions,arris solutions,"['arris', 'solutions']"
4844,Arrival Logistics Inc.,arrival logistics,"['arrival', 'logistics']"
7570,Arrow Head Electrical Products Inc.,arrow head electrical products,"['arrow', 'head', 'electrical', 'products']"
5138,Ars Colors,ars colors,"['ars', 'colors']"
12003,Ars Venture,ars venture,"['ars', 'venture']"
19478,Arsan Kaucuk Plastik Ve Makina San Ve Tic As,arsan kaucuk plastik ve makina san ve tic as,"['arsan', 'kaucuk', 'plastik', 've', 'makina', 'san', 've', 'tic', 'as']"
6336,Arsons Pharmaceuticals Industries,arsons pharmaceuticals industries,"['arsons', 'pharmaceuticals', 'industries']"
22956,Art Festa Ind & Comercio De Artigos Para Festa Ltda,art festa ind comercio de artigos para festa ltda,"['art', 'festa', 'ind', 'comercio', 'de', 'artigos', 'para', 'festa', 'ltda']"
10570,Art Latex Ind & Comercio De Artefatos De Latex Ltda,art latex ind comercio de artefatos de latex ltda,"['art', 'latex', 'ind', 'comercio', 'de', 'artefatos', 'de', 'latex', 'ltda']"
625,Art & Still Handicrafts,art still handicrafts,"['art', 'still', 'handicrafts']"
14752,Artaban Therapedic S.A. De C.V.,artaban therapedic de,"['artaban', 'therapedic', 'de']"
6776,Artcrafts International Sp A,artcrafts international sp,"['artcrafts', 'international', 'sp']"
802,Arte Y Material Sa De Cv,arte material sa de cv,"['arte', 'material', 'sa', 'de', 'cv']"
11509,Artecola Argentina S.A.,artecola argentina,"['artecola', 'argentina']"
64537,Artecola Chile S.A.,artecola chile,"['artecola', 'chile']"
10708,Artecola Mexico Sa De Cv,artecola mexico sa de cv,"['artecola', 'mexico', 'sa', 'de', 'cv']"
47856,Artecola Peru S.A.,artecola peru,"['artecola', 'peru']"
8847,Artecola Quimica Sa,artecola quimica sa,"['artecola', 'quimica', 'sa']"
4832,Artemis Rubber Technology Inc.,artemis rubber technology,"['artemis', 'rubber', 'technology']"
7149,Artiflex Industria & Comercio De Artefatos De Borracha,artiflex industria comercio de artefatos de borracha,"['artiflex', 'industria', 'comercio', 'de', 'artefatos', 'de', 'borracha']"
8430,Artist Frame Service,artist frame service,"['artist', 'frame', 'service']"
17931,Artlux S.A. De C.V.,artlux de,"['artlux', 'de']"
1985,"Arts Group Plastic Mould (Shenzhen) Co., Ltd.",arts plastic mould,"['arts', 'plastic', 'mould']"
6403,"Artsana India Pvt., Ltd.",artsana india,"['artsana', 'india']"
28389,"Aru Kebang Composite (Jiangsu) Co., Ltd.",aru kebang composite,"['aru', 'kebang', 'composite']"
19,Arue,arue,['arue']
15364,Aruze Gaming Philippines Inc.,aruze gaming philippines,"['aruze', 'gaming', 'philippines']"
45644,E.E.T Arval,arval,['arval']
2272,Arvind Ltd.,arvind,['arvind']
26501,Arvind Envisol Ltd.,arvind envisol,"['arvind', 'envisol']"
35529,Arvind Fashions Ltd.,arvind fashions,"['arvind', 'fashions']"
2778,Arvind Industrials,arvind industrials,"['arvind', 'industrials']"
11228,Arvind Liefstyle Brands Ltd.,arvind liefstyle brands,"['arvind', 'liefstyle', 'brands']"
80097,"Arvinmeritor Lvs Changchun Co., Ltd.",arvinmeritor lvs changchun,"['arvinmeritor', 'lvs', 'changchun']"
739,Arya Tab Kashan Textile Co.,arya tab kashan textile,"['arya', 'tab', 'kashan', 'textile']"
21285,M As Merchandising,as merchandising,"['as', 'merchandising']"
23053,As Saheel Co. Soak Al Joa,as saheel soak al joa,"['as', 'saheel', 'soak', 'al', 'joa']"
157,AS TEKNİK MÜHENDİSLİK YAPI VE YALITIM MALZEMELERİ ALÜMİNYUM VE PLASTİK SAN. TİC. A.Ş.,as tekni̇k mühendi̇sli̇k yapi ve yalitim malzemeleri̇ alümi̇nyum ve plasti̇k,"['as', 'tekni̇k', 'mühendi̇sli̇k', 'yapi', 've', 'yalitim', 'malzemeleri̇', 'alümi̇nyum', 've', 'plasti̇k']"
136,Asa International,asa international,"['asa', 'international']"
86707,"Asa H Pritchard Co., Ltd.",asa pritchard,"['asa', 'pritchard']"
4309,Asahi Kasei Corporation,asahi kasei,"['asahi', 'kasei']"
107284,Asahi Kasei Advance Corporation,asahi kasei advance,"['asahi', 'kasei', 'advance']"
200968,Asahi Kasei Engineering Corporation,asahi kasei engineering,"['asahi', 'kasei', 'engineering']"
358967,"Asahi Kasei Epoxy Co., Ltd",asahi kasei epoxy ltd,"['asahi', 'kasei', 'epoxy', 'ltd']"
469067,"Asahi Kasei Interior Co.,Ltd.",asahi kasei interior,"['asahi', 'kasei', 'interior']"
54185,"Asahi Kasei E Materials (Changshu) Co., Ltd.",asahi kasei materials,"['asahi', 'kasei', 'materials']"
